Date,Month,Quarter,Region,Category,Sales Rep,Channel,Units,Unit Price,Revenue,Cost,Gross Profit
16-Oct-2024,Oct 2024,Q4 2024,Mombasa,Electronics,David K.,Distributor,64,170.99,"10,943.36","7,642.36","3,301.00"
16-Oct-2024,Oct 2024,Q4 2024,Eldoret,Apparel,Grace A.,Online,51,22.77,"1,161.27",628.26,533.01
17-Oct-2024,Oct 2024,Q4 2024,Kisumu,FMCG,Henry L.,Walk-in,169,234.84,"39,687.96","26,086.58","13,601.38"
17-Oct-2024,Oct 2024,Q4 2024,Nairobi,Food & Beverage,Carol W.,Walk-in,99,192.29,"19,036.71","9,193.22","9,843.49"
17-Oct-2024,Oct 2024,Q4 2024,Nakuru,Apparel,Alice M.,Direct,180,463.54,"83,437.20","36,315.28","47,121.92"
18-Oct-2024,Oct 2024,Q4 2024,Kisumu,Industrial Supplies,Brian O.,Walk-in,181,159.00,"28,779.00","17,529.92","11,249.08"
18-Oct-2024,Oct 2024,Q4 2024,Mombasa,Industrial Supplies,Felix R.,Online,200,412.58,"82,516.00","33,973.66","48,542.34"
19-Oct-2024,Oct 2024,Q4 2024,Eldoret,Industrial Supplies,David K.,Walk-in,109,103.30,"11,259.70","8,062.78","3,196.92"
19-Oct-2024,Oct 2024,Q4 2024,Eldoret,Industrial Supplies,Carol W.,Direct,97,11.87,"1,151.39",828.23,323.16
19-Oct-2024,Oct 2024,Q4 2024,Mombasa,Apparel,David K.,Walk-in,176,185.66,"32,676.16","21,073.90","11,602.26"
20-Oct-2024,Oct 2024,Q4 2024,Mombasa,Industrial Supplies,Alice M.,Online,12,98.40,"1,180.80",595.19,585.61
20-Oct-2024,Oct 2024,Q4 2024,Mombasa,Food & Beverage,Felix R.,Walk-in,85,328.28,"27,903.80","18,490.06","9,413.74"
20-Oct-2024,Oct 2024,Q4 2024,Nakuru,Food & Beverage,Alice M.,Distributor,159,165.93,"26,382.87","12,318.63","14,064.24"
21-Oct-2024,Oct 2024,Q4 2024,Eldoret,Electronics,Esther N.,Direct,200,380.57,"76,114.00","44,551.41","31,562.59"
21-Oct-2024,Oct 2024,Q4 2024,Mombasa,Apparel,Grace A.,Online,105,188.86,"19,830.30","8,403.62","11,426.68"
22-Oct-2024,Oct 2024,Q4 2024,Kisumu,FMCG,Grace A.,Direct,132,445.61,"58,820.52","32,883.49","25,937.03"
23-Oct-2024,Oct 2024,Q4 2024,Nakuru,FMCG,Henry L.,Walk-in,93,172.90,"16,079.70","7,766.41","8,313.29"
23-Oct-2024,Oct 2024,Q4 2024,Eldoret,FMCG,Alice M.,Walk-in,48,266.87,"12,809.76","6,373.96","6,435.80"
25-Oct-2024,Oct 2024,Q4 2024,Mombasa,FMCG,Henry L.,Online,122,135.11,"16,483.42","12,308.35","4,175.07"
25-Oct-2024,Oct 2024,Q4 2024,Nairobi,Electronics,Brian O.,Online,142,441.27,"62,660.34","27,742.07","34,918.27"
27-Oct-2024,Oct 2024,Q4 2024,Nairobi,Apparel,Esther N.,Online,39,488.17,"19,038.63","9,398.93","9,639.70"
28-Oct-2024,Oct 2024,Q4 2024,Nakuru,Apparel,Alice M.,Direct,200,111.82,"22,364.00","15,121.22","7,242.78"
28-Oct-2024,Oct 2024,Q4 2024,Eldoret,FMCG,Felix R.,Direct,128,61.23,"7,837.44","4,737.02","3,100.42"
31-Oct-2024,Oct 2024,Q4 2024,Nakuru,Apparel,Alice M.,Online,120,250.40,"30,048.00","18,794.00","11,254.00"
31-Oct-2024,Oct 2024,Q4 2024,Nairobi,Electronics,David K.,Online,47,327.03,"15,370.41","11,289.51","4,080.90"
01-Nov-2024,Nov 2024,Q4 2024,Nairobi,Apparel,Carol W.,Distributor,143,132.82,"18,993.26","13,084.95","5,908.31"
04-Nov-2024,Nov 2024,Q4 2024,Nairobi,Food & Beverage,David K.,Walk-in,61,230.11,"14,036.71","9,160.82","4,875.89"
05-Nov-2024,Nov 2024,Q4 2024,Nakuru,Electronics,Brian O.,Distributor,115,231.26,"26,594.90","17,819.31","8,775.59"
06-Nov-2024,Nov 2024,Q4 2024,Eldoret,FMCG,Grace A.,Online,170,36.74,"6,245.80","2,721.49","3,524.31"
07-Nov-2024,Nov 2024,Q4 2024,Nakuru,Electronics,Grace A.,Online,181,126.41,"22,880.21","11,188.14","11,692.07"
07-Nov-2024,Nov 2024,Q4 2024,Kisumu,Apparel,Grace A.,Walk-in,94,234.91,"22,081.54","14,874.72","7,206.82"
08-Nov-2024,Nov 2024,Q4 2024,Nairobi,Industrial Supplies,Grace A.,Distributor,188,351.21,"66,027.48","38,095.74","27,931.74"
09-Nov-2024,Nov 2024,Q4 2024,Eldoret,Electronics,Esther N.,Direct,39,139.59,"5,444.01","2,387.75","3,056.26"
09-Nov-2024,Nov 2024,Q4 2024,Kisumu,FMCG,Grace A.,Online,156,174.82,"27,271.92","12,547.78","14,724.14"
09-Nov-2024,Nov 2024,Q4 2024,Mombasa,Food & Beverage,Brian O.,Walk-in,41,172.27,"7,063.07","5,104.96","1,958.11"
09-Nov-2024,Nov 2024,Q4 2024,Nairobi,FMCG,Henry L.,Walk-in,33,444.92,"14,682.36","8,747.15","5,935.21"
10-Nov-2024,Nov 2024,Q4 2024,Eldoret,Food & Beverage,Grace A.,Walk-in,153,281.62,"43,087.86","20,374.69","22,713.17"
11-Nov-2024,Nov 2024,Q4 2024,Eldoret,Industrial Supplies,Henry L.,Walk-in,192,300.31,"57,659.52","36,740.27","20,919.25"
12-Nov-2024,Nov 2024,Q4 2024,Eldoret,Industrial Supplies,Henry L.,Direct,6,270.78,"1,624.68",984.61,640.07
13-Nov-2024,Nov 2024,Q4 2024,Eldoret,Apparel,David K.,Direct,167,413.69,"69,086.23","29,825.52","39,260.71"
13-Nov-2024,Nov 2024,Q4 2024,Eldoret,FMCG,Esther N.,Walk-in,110,442.56,"48,681.60","28,349.20","20,332.40"
14-Nov-2024,Nov 2024,Q4 2024,Eldoret,Electronics,Brian O.,Distributor,134,139.95,"18,753.30","7,939.38","10,813.92"
14-Nov-2024,Nov 2024,Q4 2024,Nakuru,Industrial Supplies,Alice M.,Distributor,73,279.12,"20,375.76","8,666.11","11,709.65"
15-Nov-2024,Nov 2024,Q4 2024,Eldoret,Electronics,Carol W.,Direct,105,192.87,"20,251.35","8,194.19","12,057.16"
18-Nov-2024,Nov 2024,Q4 2024,Nairobi,Apparel,Grace A.,Direct,174,264.95,"46,101.30","24,526.85","21,574.45"
19-Nov-2024,Nov 2024,Q4 2024,Kisumu,FMCG,Brian O.,Walk-in,30,382.58,"11,477.40","5,780.46","5,696.94"
19-Nov-2024,Nov 2024,Q4 2024,Kisumu,Apparel,Alice M.,Online,134,46.35,"6,210.90","3,654.43","2,556.47"
20-Nov-2024,Nov 2024,Q4 2024,Nairobi,Industrial Supplies,Esther N.,Online,121,475.62,"57,550.02","36,570.09","20,979.93"
20-Nov-2024,Nov 2024,Q4 2024,Eldoret,Food & Beverage,Brian O.,Walk-in,54,255.23,"13,782.42","6,152.14","7,630.28"
21-Nov-2024,Nov 2024,Q4 2024,Nakuru,FMCG,Grace A.,Distributor,192,265.66,"51,006.72","26,642.85","24,363.87"
21-Nov-2024,Nov 2024,Q4 2024,Nairobi,Apparel,Alice M.,Walk-in,193,366.34,"70,703.62","50,455.36","20,248.26"
22-Nov-2024,Nov 2024,Q4 2024,Kisumu,Food & Beverage,Henry L.,Distributor,75,225.54,"16,915.50","8,462.14","8,453.36"
23-Nov-2024,Nov 2024,Q4 2024,Nairobi,Electronics,Esther N.,Distributor,62,78.37,"4,858.94","3,469.90","1,389.04"
24-Nov-2024,Nov 2024,Q4 2024,Kisumu,Industrial Supplies,David K.,Walk-in,81,232.24,"18,811.44","9,574.75","9,236.69"
24-Nov-2024,Nov 2024,Q4 2024,Nakuru,Industrial Supplies,Carol W.,Online,48,78.58,"3,771.84","2,107.36","1,664.48"
25-Nov-2024,Nov 2024,Q4 2024,Nakuru,Food & Beverage,Felix R.,Walk-in,109,83.12,"9,060.08","5,601.29","3,458.79"
26-Nov-2024,Nov 2024,Q4 2024,Nairobi,Electronics,Grace A.,Online,32,131.84,"4,218.88","2,883.30","1,335.58"
26-Nov-2024,Nov 2024,Q4 2024,Mombasa,FMCG,Brian O.,Distributor,70,106.66,"7,466.20","4,025.48","3,440.72"
26-Nov-2024,Nov 2024,Q4 2024,Nakuru,Apparel,Grace A.,Direct,7,58.32,408.24,274.46,133.78
26-Nov-2024,Nov 2024,Q4 2024,Nairobi,FMCG,Esther N.,Direct,173,439.16,"75,974.68","51,517.97","24,456.71"
26-Nov-2024,Nov 2024,Q4 2024,Nakuru,FMCG,Brian O.,Online,36,30.92,"1,113.12",655.24,457.88
27-Nov-2024,Nov 2024,Q4 2024,Nairobi,Industrial Supplies,Felix R.,Direct,142,365.05,"51,837.10","35,421.92","16,415.18"
29-Nov-2024,Nov 2024,Q4 2024,Nakuru,Apparel,Carol W.,Walk-in,167,408.98,"68,299.66","28,059.59","40,240.07"
29-Nov-2024,Nov 2024,Q4 2024,Mombasa,Industrial Supplies,Alice M.,Distributor,133,483.02,"64,241.66","40,716.48","23,525.18"
29-Nov-2024,Nov 2024,Q4 2024,Eldoret,FMCG,Alice M.,Distributor,111,442.30,"49,095.30","33,800.84","15,294.46"
01-Dec-2024,Dec 2024,Q4 2024,Nairobi,FMCG,Henry L.,Walk-in,198,286.23,"56,673.54","31,010.98","25,662.56"
01-Dec-2024,Dec 2024,Q4 2024,Nairobi,Electronics,Alice M.,Distributor,127,48.19,"6,120.13","3,318.41","2,801.72"
03-Dec-2024,Dec 2024,Q4 2024,Nakuru,Apparel,Alice M.,Direct,160,375.13,"60,020.80","27,519.92","32,500.88"
03-Dec-2024,Dec 2024,Q4 2024,Mombasa,Electronics,Alice M.,Online,117,26.35,"3,082.95","1,918.52","1,164.43"
03-Dec-2024,Dec 2024,Q4 2024,Eldoret,Apparel,Henry L.,Direct,20,499.31,"9,986.20","4,528.20","5,458.00"
03-Dec-2024,Dec 2024,Q4 2024,Eldoret,Food & Beverage,Felix R.,Direct,12,49.80,597.60,249.80,347.80
03-Dec-2024,Dec 2024,Q4 2024,Mombasa,Industrial Supplies,Grace A.,Direct,119,495.44,"58,957.36","34,328.98","24,628.38"
04-Dec-2024,Dec 2024,Q4 2024,Nairobi,FMCG,David K.,Distributor,146,46.78,"6,829.88","5,116.01","1,713.87"
04-Dec-2024,Dec 2024,Q4 2024,Nairobi,FMCG,Alice M.,Online,65,298.54,"19,405.10","14,446.64","4,958.46"
04-Dec-2024,Dec 2024,Q4 2024,Eldoret,FMCG,Felix R.,Direct,50,496.49,"24,824.50","15,203.26","9,621.24"
04-Dec-2024,Dec 2024,Q4 2024,Eldoret,Industrial Supplies,David K.,Direct,11,111.41,"1,225.51",645.39,580.12
06-Dec-2024,Dec 2024,Q4 2024,Nakuru,Electronics,Esther N.,Online,95,60.76,"5,772.20","3,304.04","2,468.16"
06-Dec-2024,Dec 2024,Q4 2024,Mombasa,Electronics,Grace A.,Online,190,352.73,"67,018.70","44,771.82","22,246.88"
07-Dec-2024,Dec 2024,Q4 2024,Nairobi,Industrial Supplies,Esther N.,Distributor,108,346.18,"37,387.44","15,961.18","21,426.26"
09-Dec-2024,Dec 2024,Q4 2024,Eldoret,FMCG,Henry L.,Distributor,90,158.56,"14,270.40","6,162.70","8,107.70"
10-Dec-2024,Dec 2024,Q4 2024,Kisumu,FMCG,David K.,Distributor,11,32.64,359.04,145.63,213.41
10-Dec-2024,Dec 2024,Q4 2024,Kisumu,FMCG,Esther N.,Distributor,174,265.41,"46,181.34","27,951.44","18,229.90"
11-Dec-2024,Dec 2024,Q4 2024,Nairobi,Apparel,Henry L.,Walk-in,129,307.47,"39,663.63","23,997.91","15,665.72"
12-Dec-2024,Dec 2024,Q4 2024,Nakuru,Food & Beverage,Felix R.,Direct,106,16.82,"1,782.92","1,002.36",780.56
12-Dec-2024,Dec 2024,Q4 2024,Nakuru,Industrial Supplies,Carol W.,Online,165,212.97,"35,140.05","20,795.98","14,344.07"
12-Dec-2024,Dec 2024,Q4 2024,Mombasa,Electronics,Alice M.,Distributor,117,182.08,"21,303.36","14,388.94","6,914.42"
14-Dec-2024,Dec 2024,Q4 2024,Nakuru,Food & Beverage,Brian O.,Walk-in,102,301.99,"30,802.98","18,056.17","12,746.81"
14-Dec-2024,Dec 2024,Q4 2024,Eldoret,Food & Beverage,Felix R.,Online,43,225.48,"9,695.64","5,680.46","4,015.18"
14-Dec-2024,Dec 2024,Q4 2024,Nairobi,Apparel,Grace A.,Distributor,19,129.80,"2,466.20","1,051.54","1,414.66"
15-Dec-2024,Dec 2024,Q4 2024,Nairobi,Industrial Supplies,Carol W.,Distributor,158,402.42,"63,582.36","42,707.03","20,875.33"
17-Dec-2024,Dec 2024,Q4 2024,Nairobi,FMCG,Carol W.,Online,26,497.02,"12,922.52","9,156.15","3,766.37"
17-Dec-2024,Dec 2024,Q4 2024,Nairobi,Food & Beverage,Esther N.,Direct,10,498.61,"4,986.10","3,394.47","1,591.63"
18-Dec-2024,Dec 2024,Q4 2024,Nairobi,Apparel,Alice M.,Walk-in,17,89.82,"1,526.94",839.37,687.57
18-Dec-2024,Dec 2024,Q4 2024,Eldoret,Electronics,Grace A.,Distributor,128,179.42,"22,965.76","11,788.25","11,177.51"
20-Dec-2024,Dec 2024,Q4 2024,Nairobi,Apparel,Esther N.,Direct,189,10.63,"2,009.07","1,235.42",773.65
21-Dec-2024,Dec 2024,Q4 2024,Mombasa,Food & Beverage,Carol W.,Walk-in,78,78.75,"6,142.50","3,930.57","2,211.93"
22-Dec-2024,Dec 2024,Q4 2024,Eldoret,Industrial Supplies,Carol W.,Walk-in,172,58.52,"10,065.44","5,825.16","4,240.28"
22-Dec-2024,Dec 2024,Q4 2024,Mombasa,Apparel,Brian O.,Direct,28,208.59,"5,840.52","3,609.39","2,231.13"
22-Dec-2024,Dec 2024,Q4 2024,Nairobi,Electronics,Felix R.,Walk-in,198,298.97,"59,196.06","32,927.18","26,268.88"
22-Dec-2024,Dec 2024,Q4 2024,Nairobi,FMCG,Carol W.,Online,195,227.12,"44,288.40","20,415.26","23,873.14"
24-Dec-2024,Dec 2024,Q4 2024,Nairobi,Food & Beverage,Alice M.,Direct,125,25.55,"3,193.75","1,938.28","1,255.47"
24-Dec-2024,Dec 2024,Q4 2024,Eldoret,Food & Beverage,Grace A.,Direct,111,83.32,"9,248.52","5,102.34","4,146.18"
24-Dec-2024,Dec 2024,Q4 2024,Mombasa,Industrial Supplies,Brian O.,Direct,77,65.87,"5,071.99","3,615.35","1,456.64"
26-Dec-2024,Dec 2024,Q4 2024,Nakuru,FMCG,Esther N.,Walk-in,56,70.09,"3,925.04","1,772.20","2,152.84"
26-Dec-2024,Dec 2024,Q4 2024,Kisumu,Electronics,Esther N.,Online,162,118.22,"19,151.64","7,946.47","11,205.17"
26-Dec-2024,Dec 2024,Q4 2024,Nairobi,Food & Beverage,Brian O.,Distributor,98,169.73,"16,633.54","9,811.42","6,822.12"
26-Dec-2024,Dec 2024,Q4 2024,Kisumu,Apparel,Esther N.,Direct,39,481.76,"18,788.64","8,924.76","9,863.88"
28-Dec-2024,Dec 2024,Q4 2024,Nakuru,Industrial Supplies,Carol W.,Online,100,459.79,"45,979.00","28,249.69","17,729.31"
30-Dec-2024,Dec 2024,Q4 2024,Nakuru,Electronics,Esther N.,Distributor,149,127.83,"19,046.67","8,720.94","10,325.73"
